id,match
kasten_blau_45_15_0540,das ewer Durchlaucht sich <mark>jezt</mark> widerumb in erwünschtem wohlstandt
kasten_blau_45_15_0306,"schlitten bahn geweßen als <mark>jezt</mark>, das wans nit in"
kasten_blau_44_10_0172,trewen schwester ?? Daß ich <mark>jezt</mark> nidt haben den trost
kasten_blau_45_9_0259,"gewesen, ein klein alteration, <mark>jezt</mark> befindt mich gahr wohl"
kasten_blau_45_9_0116,seinem bischtum verbleiben. Müeßen <mark>jezt</mark> der antwort erwarten. Der
kasten_blau_44_9_0240,"herrh bruder Es gibt <mark>jezt</mark> so vill, das vnmöglich"
kasten_blau_44_11_0055,cuhrhaus aufnahm gereichen möge. <mark>Jezt</mark> gleich schikt mihr ein
kasten_blau_45_15_0802,"Cuhrfüst, herzallerliebster herr vatter <mark>Jezt</mark> auf den abendt kombt"
kasten_blau_45_9_0318,so hab in erst <mark>jezt</mark> wider gefunden. Den andren
kasten_blau_44_6_0070,"weis, das dero Liebden <mark>jezt</mark> mit der brauet werden"
kasten_blau_45_15_0445,"bistumer gelaßen, das also <mark>jezt</mark> in disen vohr meine"
kasten_blau_45_9_0394,"förcht ich, was er <mark>jezt</mark> nit fromm worden, werde"
kasten_blau_44_9_0250,vns zuwaxen dehten. Dan <mark>jezt</mark> gahr ein reicher segen
kasten_blau_45_15_0407,"legen due, weil mihr <mark>jezt</mark> zu den nonnen vnd"
kasten_blau_44_11_0243,"dero verlangen ausschlagen möge. <mark>Jezt</mark> mus man erst erwarten,"
kasten_blau_45_7_0355,dass dero Liebden es <mark>jezt</mark> wolten dobey laßen bewenden.
kasten_blau_45_15_0835,"vnd die ganze christenheit. <mark>Jezt</mark> periclitirt die ganze campagne,"
kasten_blau_44_8_0404,"können. Zu deme ist <mark>jezt</mark> der courir kommen, welcher"
kasten_blau_45_15_0351,wurdens ihr Mayestät ihm <mark>jezt</mark> nit geben aus andern
kasten_blau_44_7_0164,"herzueschißen, aber man hatt <mark>jezt</mark> bey der cammer es"
kasten_blau_45_15_0239,"materi erweicht, das durchgangen, <mark>jezt</mark> also verhoffe, das balt"
kasten_blau_45_15_0119,nachgeschikt. Er wirt sich <mark>jezt</mark> schon bey ewer Durchlaucht
kasten_blau_45_15_0455,"Clement duen, weil aber <mark>jezt</mark> die confirmation ist kommen,"
kasten_blau_45_15_0164,die campagne vergebens versaume. <mark>Jezt</mark> ist das wetter hier
kasten_blau_45_15_0822,"schprung weiter, wan sie <mark>jezt</mark> nuhr ein pahr dag"
kasten_blau_44_7_0287,polnische weßen betreffendt wirt <mark>jezt</mark> der Bischoff von Baßaw
kasten_blau_44_7_0186,"haben ihr Mayestät resoluirt, <mark>jezt</mark> keinen mehr zu machen,"
kasten_blau_44_7_0161,"reccomendiren. Es ist eben <mark>jezt</mark> als überall vonöten, vndt"
kasten_blau_45_15_0535,gutter gesuntheit befinden vnd <mark>jezt</mark> mehrere sicherheit vohr den
emt___77-8806c-4,woll empfangen. Es ist <mark>jezt</mark> ein inuiato von Curbeyrn
kasten_blau_44_11_0024,"könte, welche man doch <mark>jezt</mark> in bälde vohrzuenemmen verhoffet,"
kasten_blau_44_8_0432,"worden, das ich mich <mark>jezt</mark> resoluirt habe vohrzu schreiben,"
kasten_blau_45_15_0813,"auch ich, das einmahl <mark>jezt</mark> nit de tempore sey,"
kasten_blau_44_8_0310,duen. Man laborirt auch <mark>jezt</mark> auf alle weiß dises
kasten_blau_44_9_0120,haußes vndt absonderlich meinen <mark>jezt</mark> so gefärlich stehnden sohn
kasten_blau_44_9_0044,hoff es aber däglich. <mark>Jezt</mark> erworten ein gutte antwort
kasten_blau_45_15_0451,der kirchen zuegebracht vnd <mark>jezt</mark> gleich erst heim kommen
kasten_blau_45_15_0827,zue Inschprukh wirt sehn. <mark>Jezt</mark> wirt der Herzoch von
kasten_blau_44_8_0111,"ein ein zu machen, <mark>jezt</mark> ist sie woll disponirt"
kasten_blau_44_9_0077,"Liebden drage, das er <mark>jezt</mark> drinnen in ein gefährligen"
kasten_blau_44_7_0128,"soll sagen, was sie <mark>jezt</mark> verlangt, mit wem man"
kasten_blau_44_11_0152,"sehr schwehr, das er <mark>jezt</mark> solte abweßendt sein. Wirt"
kasten_blau_45_15_0271,"schreiben blieben ist. Gottlob, <mark>jezt</mark> befinden sich ihr Mayestät"
kasten_blau_45_15_0439,"duen. Der Scirososki ist <mark>jezt</mark> nit in Polen, sondern"
kasten_blau_44_7_0274,"nit hatt rüern können, <mark>jezt</mark> fangts an, beßer zu"
kasten_blau_45_9_0274,er komt aber woll <mark>jezt</mark> zu einer vnruhigen zeit
kasten_blau_45_9_0347,"Mein bruder LudwigLud wirt <mark>jezt</mark> balt hier sein, weil"
kasten_blau_45_15_0677,gehn mihr auf Laxenburg. <mark>Jezt</mark> gleich empfange ewer Durchlaucht
kasten_blau_45_15_0335,"kommen, wie ich dan <mark>jezt</mark> gleich eins von ihr"
kasten_blau_44_10_0307,"guette officia einwenden können. <mark>Jezt</mark> komme, mein recht herzlich"
kasten_blau_44_7_0177,"Reich entstehen möchte, welches <mark>jezt</mark> gahr nit de tempore,"
kasten_blau_45_15_0871,"hoff, er werd auch <mark>jezt</mark> balt heraus kommen. Vergangen"
kasten_blau_45_15_0890,"wer, wans aber auch <mark>jezt</mark> nit ist, wirts hoffentlich"
kasten_blau_45_15_0839,sey ewigen dankh gesacht. <mark>Jezt</mark> wirt sie schon nit
kasten_blau_45_9_0391,"Wallenstein melden, das er <mark>jezt</mark> nit werde kommen, sondern"
kasten_blau_45_15_0612,"kan beantworten, dan mihr <mark>jezt</mark> gleich von jesuiten kommen,"
kasten_blau_45_15_0303,anfang der campagne vnd <mark>jezt</mark> insonderheit vnter einem neüen
kasten_blau_45_15_0394,"Man hatt ihm auch <mark>jezt</mark> geschikt die erklerung, welche"
kasten_blau_45_15_0360,fall Cuhr Collens ist <mark>jezt</mark> woll gahr fuori di
kasten_blau_45_9_0421,können. Wirt auch deswegen <mark>jezt</mark> nit mit auf die
kasten_blau_45_15_0792,allein hatt er halt <mark>jezt</mark> sider Wien aus aller
kasten_blau_44_11_0037,Großherzoch mehrer verlangen kann. <mark>Jezt</mark> bin ich wider hier
kasten_blau_45_9_0014,"mit welchen ihr Mayestät <mark>jezt</mark> hier überladen seint, noch"
kasten_blau_44_10_0184,"considerirt vnd ausgemacht werden. <mark>Jezt</mark> aber scheindt es leider,"
kasten_blau_44_7_0300,hatt eins kein zeit <mark>jezt</mark> wegen der kirch fonction.
kasten_blau_45_9_0382,franzosen machination. Portugal wirt <mark>jezt</mark> balt müeßen ein endt
korrespondenzakten_1147_0167,bestendiger erhaltung der gesuntheit. <mark>Jezt</mark> gleich ist der Cuhrfürst
emt___77-8811-korrespondenz-kurfursten,"dero Liebden alles beschreiben, <mark>jezt</mark> willich dero leidt nit"
kasten_blau_45_15_0322,"überschreiben, dan mihr werden <mark>jezt</mark> auf die Neustatt vnd"
kasten_blau_45_15_0059,die können considerirt werden. <mark>Jezt</mark> hoff ich meine brüeder
kasten_blau_45_9_0243,"haben mögen. Es komt <mark>jezt</mark> gleich die Kaiserin herumb,"
kasten_blau_44_7_0111,obs gleich schwehr ankombt. <mark>Jezt</mark> auf dero Liebden zue
kasten_blau_45_15_0849,wohlstandt erhalten. Ich verhoffe <mark>jezt</mark> balt ein gutte zeitung
kasten_blau_45_15_0198,zue schuß kommen können. <mark>Jezt</mark> gleich empfang ich ewer
kasten_blau_45_15_0237,"reden. Der Deütschmeister ist <mark>jezt</mark> hier, sicht noch nit"
kasten_blau_45_15_0267,"vernommen haben, das sie <mark>jezt</mark> nit woll weiters können"
kasten_blau_45_15_0294,"eßen vnd drinken müeßen. <mark>Jezt</mark> hoff ich aber, werde"
kasten_blau_45_7_0197,"werden, so geht er <mark>jezt</mark> insalutate hospite daruon. Man"
kasten_blau_44_6_0066,"ich, werde dero Liebden <mark>jezt</mark> balt consolirt werden. Die"
kasten_blau_45_15_0572,"von ihm vordern, vnd <mark>jezt</mark> sagt man, das sie"
emt___77-8806c,"möglich es verichten vndt <mark>jezt</mark> nuhr das nohtwendigste, so"
kasten_blau_45_15_0808,"gott geb ihr glükh. <mark>Jezt</mark> hoff ich, sey sie"
kasten_blau_45_15_0174,"wehrs schön geweßen, aber <mark>jezt</mark> ist schon wider windig,"
kasten_blau_44_7_0450,"von allem bericht ertheil, <mark>jezt</mark> werden ihre MayestätMay die"
kasten_blau_44_6_0060,"auf Rohm geschikt, werdens <mark>jezt</mark> dort schon wißen. Mit"
kasten_blau_45_15_0546,werd überschreiben. Er wirt <mark>jezt</mark> von Düßeldorf schon weg
kasten_blau_45_15_0711,"geraten, hoffet ichs auch <mark>jezt</mark>. Doch nit allen gibt"
kasten_blau_45_8_0456,"sein können, so bitt <mark>jezt</mark> vnterdehnigstvnt vmb vergebung. Zue"
kasten_blau_44_8_0267,"genedig geweßen vndt auch <mark>jezt</mark> schon wider vergangen, doch"
kasten_blau_45_7_0319,"schier schon resoluirt wahr, <mark>jezt</mark> wirts aber balt herauß"
kasten_blau_45_15_0753,den 7ten julij 1689 <mark>Jezt</mark> gleich empfang ich ewer
kasten_blau_45_9_0151,"mich haben, befind mich <mark>jezt</mark> gahr wohl. Aus Vngren"
kasten_blau_44_8_0305,dero Liebden zu participiren. <mark>Jezt</mark> aber kan ich gottlob
kasten_blau_44_9_0219,"geben, welches doch gottlob <mark>jezt</mark> in gutten terminis, das"
kasten_blau_45_15_0544,"zeitungen mögen hören, doch <mark>jezt</mark>, sider die saxen in"
kasten_blau_45_15_0202,es werden ewer Durchlaucht <mark>jezt</mark> wieder in völligem wohlstandt
kasten_blau_45_15_0339,"mitel finden, dan sich <mark>jezt</mark> diese sachen deils schwehrlich,"
kasten_blau_44_7_0504,"wißen, das die Königin <mark>jezt</mark> vohr die Prinzes von"
kasten_blau_44_6_0075,die augen gestochen haben. <mark>Jezt</mark> werden mihr balt gewißheit
kasten_blau_45_15_0685,"versichert, das, obwollen sie <mark>jezt</mark> in Frankhreich sey, doch"
kasten_blau_44_11_0332,"dises so vohraus geschriben. <mark>Jezt</mark> aber komme, mein schuldigste"
kasten_blau_45_7_0296,"in disen, das man <mark>jezt</mark> erwart, die vollmacht von"
kasten_blau_45_15_0616,"vnglükh, das der herr <mark>jezt</mark> eben hatt die blattern"
kasten_blau_45_9_0061,genad. Die ErzherzoginErz hatt <mark>jezt</mark> zwei mahl das fieber
kasten_blau_44_8_0124,die erlaubnus erdeilt hatt. <mark>Jezt</mark> werd ich alle anstalt
kasten_blau_45_8_0435,"schaden, wan gleich nit <mark>jezt</mark>, kan es an der"
kasten_blau_44_8_0219,Liebden auch werden cooperiren. <mark>Jezt</mark> ist nuhr dis zu
kasten_blau_45_9_0168,"heütt von Heidelberg kommen, <mark>jezt</mark> wirt ihm sein verschprochnes"
kasten_blau_44_6_0225,was sie selbsten verlangen. <mark>Jezt</mark> wirt balt mein liebe
kasten_blau_45_15_0775,"kommen werde ehnder, vnd <mark>jezt</mark> durch den selben noch"
kasten_blau_44_11_0255,was zue richten sein. <mark>Jezt</mark> werden dero Liebden gutte
kasten_blau_45_15_0532,"dem Cauniz herüber zugeschprochen, <mark>jezt</mark>, hoff ich, werds balt"
kasten_blau_45_15_0388,julij 1688 PostP S. <mark>Jezt</mark> gleich werd ich mit
kasten_blau_45_15_0631,dabey bestendigst zue erhalten. <mark>Jezt</mark> vang ich schon an
kasten_blau_45_9_0337,"befehl gehorsammen, wan gleich <mark>jezt</mark> die zeit kurz, das"
kasten_blau_45_15_0473,"also mueß ich auch <mark>jezt</mark> enden, due mich in"
kasten_blau_45_15_0898,"bruderbr, der Cuhrprinz, wirt <mark>jezt</mark> schon bey ewer Durchlaucht"
kasten_blau_45_15_0884,"woll gerat. Freilich ist <mark>jezt</mark> Florenz ein gutte parti,"
kasten_blau_45_15_0398,"iagen vnd bekommen ich <mark>jezt</mark> gleich nachricht, das sie"
kasten_blau_44_9_0171,"alle. Sie werden iah <mark>jezt</mark>, dah es zum lezten"
kasten_blau_45_15_0697,"werden haben, welches vermutlich <mark>jezt</mark> schon wirt geschen sein,"
kasten_blau_45_7_0446,"betreffendt, so steht freilig <mark>jezt</mark> die sach an dem,"
kasten_blau_45_9_0429,"zue gott, er werde <mark>jezt</mark> ganz vergangen sein. Bitt"
kasten_blau_44_6_0013,"den 3ten octobris8br 1688 <mark>Jezt</mark> gleich sagt man, es"
kasten_blau_45_15_0661,"mein herzallerliebster herr vatter <mark>Jezt</mark> kome in vnterdehnigkeitvd, dero"
kasten_blau_45_15_0220,"Durchlaucht alles vernemmen werden. <mark>Jezt</mark> hoff ich, balt solten"
kasten_blau_44_6_0218,"dahto mich daruon abgehalten, <mark>jezt</mark> selbige zue beantworten. Die"
kasten_blau_45_15_0217,gefallen zue Cammerfreile declarirt. <mark>Jezt</mark> haben mihr den Herzoch
kasten_blau_45_9_0205,"Wegen Portu- gal hab <mark>jezt</mark> guette hoffnung, weil der"
kasten_blau_45_15_0718,"hier wekh gehen können. <mark>Jezt</mark> aber, weil die resolution"
kasten_blau_45_15_0779,"Cuhrfürst von Meins geht <mark>jezt</mark> alles guett, seindt heündt"
kasten_blau_44_9_0123,instendig. Ich bin zwar <mark>jezt</mark> wegen seiner in großen
kasten_blau_45_15_0070,den 11 julij 1686 <mark>Jezt</mark> gleich übergibt mihr der
kasten_blau_45_9_0466,"das erstemahl eingenommen, braucht <mark>jezt</mark> etlige dag puluer, darnach"
kasten_blau_45_15_0386,"mein herzallerliebster herr vatter <mark>jezt</mark> den augenblik, das mihr"
kasten_blau_45_15_0250,"hinder- laßen können, dan <mark>jezt</mark> wirt der fürstendag in"
kasten_blau_45_7_0264,"hatt, das hatt sie <mark>jezt</mark> probirt vndt probirn laßen,"
kasten_blau_45_7_0221,"gewest, das ich bis <mark>jezt</mark> zueduen gehabt, meine brif"
kasten_blau_45_15_0580,"Disen betreffent, so wirt <mark>jezt</mark> sein comission balt zue"
kasten_blau_45_8_0068,"vohr die arme, welche <mark>jezt</mark> zusamen kommen, oder wan"
kasten_blau_45_7_0073,"Die tirolische sach wirt <mark>jezt</mark> eingericht werden, der Seraw"
kasten_blau_44_6_0247,wegen Vlmiz kan er <mark>jezt</mark> niks anders duen als
kasten_blau_45_15_0640,"zue vernemmen, vnd ich <mark>jezt</mark> alle dag zehle, biß"
kasten_blau_44_8_0315,"niks, ein mahl ist <mark>jezt</mark> nit zeit, mit dem"
kasten_blau_45_15_0861,"haben eingenommen, also werden <mark>jezt</mark> ein wehnig schpilen. Ist"
kasten_blau_45_15_0794,"zue gott hoffen, das <mark>jezt</mark> wider ganz wohl werden"
kasten_blau_45_15_0425,bekommen. Sie kommen einem <mark>jezt</mark> alle gahr klein vohr
kasten_blau_44_11_0230,"vernommen haben, das weilen <mark>jezt</mark> die ankonft des comissari"
kasten_blau_45_15_0721,mit selbigen beantworten vnd <mark>jezt</mark> ewer Durchlaucht nochmahlen darzue
kasten_blau_45_15_0893,"geht geht. Ich leb <mark>jezt</mark> in stehtem verlangen, bis"
kasten_blau_45_15_0745,"den 29ten iunij 1689 <mark>Jezt</mark> ist die post komen,"
kasten_blau_45_15_0841,"schwester, der Königin. Hoff, <mark>jezt</mark> werd sie nit weit"
kasten_blau_45_15_0254,"schwehr, in sonder- heit <mark>jezt</mark> bey der krönung. Mit"
kasten_blau_45_9_0340,auswaxen. BruderBr Franz wirt <mark>jezt</mark> balt das jura- ment
korrespondenzakten_1147_0192,"den LandgravenLandgr kan man <mark>jezt</mark> niks duen, bis er"
kasten_blau_45_9_0047,"gangen, vnd das mihr <mark>jezt</mark> die antwort vom Bischoff"
kasten_blau_44_3f_0008,"3 wirt diser, welcher <mark>jezt</mark> sehr pressirt das negotium"
kasten_blau_45_15_0644,vnd 9ten dis empfange <mark>jezt</mark> gleich. Dero güette ist
kasten_blau_45_15_0263,"gemacht mit ihren grauaminibus, <mark>jezt</mark> habens ein mahl ein"
kasten_blau_45_15_0553,"Vnsere 7 regimenter werden <mark>jezt</mark> auch balt droben sein,"
kasten_blau_45_15_0411,"ihr Mayestät, man soll <mark>jezt</mark> die sach gehen laßen,"
kasten_blau_44_8_0203,"hatt heüt ader gelaßen, <mark>jezt</mark>, hoff ich, werds balt"
kasten_blau_44_10_0262,"declarirten krieg. Es ist <mark>jezt</mark> ein große crisis, der"
kasten_blau_45_9_0433,"reis mues er freilich <mark>jezt</mark> geduldt haben, bis man"
kasten_blau_44_3f_0006,"Hamilton brif hab ich <mark>jezt</mark> nit bey handen, werd"
kasten_blau_45_9_0350,"vohrgestelt ist, auch er <mark>jezt</mark> so müet wirt sein"
kasten_blau_44_7_0197,"die dür, so sie <mark>jezt</mark> verschpert, wider aufzuemachen, weil"
kasten_blau_45_7_0127,ist die sach auch <mark>jezt</mark> in ganz ein andren
kasten_blau_45_15_0354,"die kinder heraußen, gehen <mark>jezt</mark> ein wehnig schpaziren. Sie"
kasten_blau_45_9_0236,"sein könte. So wie <mark>jezt</mark> ohne vice oder einer,"
kasten_blau_45_15_0625,"ausfürlich überschreiben, dan sich <mark>jezt</mark> die sachen zimlich mutirt"
kasten_blau_45_9_0161,"Durchlaucht dort zue bedienen, <mark>jezt</mark> förcht aber, wirt es"
kasten_blau_45_9_0201,"den 30ten octobris8br 1683 <mark>Jezt</mark> eben komt der Aurschperg,"
kasten_blau_44_8_0397,"dero libste schreibenschb beantwort, <mark>jezt</mark> mit dem abschiedt nemmen"
kasten_blau_45_15_0590,"die schreibt, das sie <mark>jezt</mark> ein cur braucht, gott"
kasten_blau_45_15_0769,"geben werden, kombt es <mark>jezt</mark> etwas schwehr wegen kürze"
kasten_blau_45_15_0664,"schon geschrieben, weil ich <mark>jezt</mark> bey zeiten schreib, damit"
kasten_blau_45_15_0680,"nit mehr schreib, werden <mark>jezt</mark> gleich wekh auf Laxenburg,"
kasten_blau_45_15_0328,"Cauniz conferiren wirt, welcher <mark>jezt</mark> nit hier, ist auf"
kasten_blau_44_7_0378,der libe gott werde <mark>jezt</mark> auch die so hoch
kasten_blau_45_15_0497,"bederft hett, aber auch <mark>jezt</mark> die kürze der zeit"
kasten_blau_45_9_0083,"ich dahin gestelt sein, <mark>jezt</mark> wirt das werkh den"
kasten_blau_45_9_0439,"geschäfften, mit welchen sie <mark>jezt</mark> über- laden seindt, der"
kasten_blau_45_15_0433,"alles anwenden, wie auch <mark>jezt</mark> hier ein secretari vom"
kasten_blau_45_7_0047,"mit nechsten antworten, mueß <mark>jezt</mark> wegen mangel der zeit"
kasten_blau_45_9_0111,ihr Mayestät seine qualiteten <mark>jezt</mark> selbsten genuegsam kennen lernen
kasten_blau_45_15_0214,"zue schreiben, dan ich <mark>jezt</mark> gleich erst ewer Durchlaucht"
kasten_blau_45_7_0276,"bedrübt sein, komt ihm <mark>jezt</mark> vill auf einmahl, so"
kasten_blau_45_9_0282,"in Niderland vnd auch <mark>jezt</mark> mit Genua anfangt, verhindert"
kasten_blau_45_15_0226,"zue bringen, was ich <mark>jezt</mark> versaumbt hab."
kasten_blau_45_15_0843,"ab- lege, weil mihr <mark>jezt</mark> gleich auf Laxenburg werden."
kasten_blau_45_15_0266,"Cuhrfürst, herzallerlibster herrh vatter <mark>Jezt</mark> gleich kombt die zeitung"
kasten_blau_45_9_0470,"mehr schreiben, dan ich <mark>jezt</mark> alle dag erwarte. Bitt"
kasten_blau_44_8_0117,"zu verliren, sie ist <mark>jezt</mark> woll disponirt, bitt, dero"
kasten_blau_44_7_0226,"zurukh gerueft, dan einmahl <mark>jezt</mark> dis nit de tempore"
kasten_blau_44_7_0490,"der troupen wirdt es <mark>jezt</mark> consultirt, vndt ich werde"
kasten_blau_45_9_0231,"gutt, wan die allirten <mark>jezt</mark> zuesamen sich sezeten. Mit"
korrespondenzakten_1147_0041,"von den fleken geweßen, <mark>jezt</mark> wirt sie sehr drauf"
kasten_blau_44_10_0224,dazu möchte beförderlich sein. <mark>Jezt</mark> ist die sach an
kasten_blau_44_6_0145,die lista des Nicolai. <mark>Jezt</mark> selbige schreiben bestens zue
kasten_blau_44_9_0258,"Liebden dienst erzeigt. Was <mark>jezt</mark> auf die lezt passirt,"
kasten_blau_44_6_0336,gewart mit dem schreiben. <mark>Jezt</mark> entlich ist er einmahl
kasten_blau_45_15_0417,"disen fonctionen geweßen, vnd <mark>jezt</mark> kombt die Königin gleich"
kasten_blau_45_15_0862,haben 4 reiger gefangen. <mark>Jezt</mark> ist schon schpaht vnd
kasten_blau_44_2b_0005,"auch vill verendrungen machen, <mark>jezt</mark> wirt villeicht die sach"
kasten_blau_45_15_0867,Engelandt abgefahren ist vnd <mark>jezt</mark> hoffentlich schon nit weit
kasten_blau_44_8_0066,ausfürlich reden. Es ist <mark>jezt</mark> der Rißenheim hier vom
kasten_blau_45_15_0896,"werd müntlich, weil es <mark>jezt</mark> zue weitleüfich fallen wurd."
kasten_blau_45_9_0148,cooperiren. Der termin ist <mark>jezt</mark> nahet vnd wirt balt
kasten_blau_45_9_0437,"so kan es freilich <mark>jezt</mark> nit sein, bis man"
kasten_blau_45_15_0231,mus. Das wetter ist <mark>jezt</mark> gahr schen. Der Cuhrfürst
kasten_blau_45_7_0005,stundt beßer worden vnd <mark>jezt</mark> gottlob sich woll vndt
kasten_blau_45_15_0180,ihm desto ehnder geschatt. <mark>Jezt</mark> steht er schon wider
kasten_blau_44_6_0186,den 11ten Februarijfeb 1694 <mark>Jezt</mark> hab gleich dero Liebden
kasten_blau_45_15_0599,"sondren vermein, es wirt <mark>jezt</mark> die sach balt ausgemacht"
